item_type,item_type_desc,pid,id,city_id,city_name,cover_pic,min_frame_area,max_frame_area,district_name,district,district_id,bizcircle_id,bizcircle_name,build_id,process_status,resblock_frame_area,resblock_frame_area_range,resblock_frame_area_desc,decoration,longitude,latitude,frame_rooms_desc,title,resblock_name,resblock_alias,address,store_addr,avg_unit_price,average_price,address_remark,project_name,special_tags,frame_rooms,converged_rooms,tags,project_tags,house_type,house_type_value,sale_status,has_evaluate,has_vr_aerial,has_vr_house,has_short_video,open_date,has_virtual_view,lowest_total_price,show_price,show_price_unit,show_price_desc,show_price_confirm_time,price_confirm_time,status,subway_distance,is_cooperation,evaluate_status,show_price_info,brand_id,preload_detail_image,reference_avg_price,reference_avg_price_unit,reference_avg_price_desc,reference_total_price,reference_total_price_unit,reference_total_price_desc,new_sale_tags,is_followed,sale_status_color,house_type_color,total_price_start,total_price_start_unit,avg_price_start,avg_price_start_unit,on_time,project_desc,has_car_activity,is_new_sale,first_tags,m_first_tags,fb_expo_id,strategy_info,recommend_log_info,recommend_reason,url,special.lianjia_special,special.lianjia_special_comm,special.developer_special,special.developer_special_comm,recommend_reason.type,recommend_reason.name,recommend_reason.details
0,,21717,8715122868984550,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/ee692f03-4426-4134-893f-a703a0e9d210.jpg,0,0,琅琊区,琅琊区,23010120,1100003746,琅琊区,8715122868984550,3,,,建面,毛坯,118.373601,32.323625,,中州国际广场,中州国际广场,,上海北路699号,上海北路699号,14000,14000,上海北路699号,zzgjgcabgdh,[],[],[],"['公交直达', '现房', '购物方便', '娱乐丰富']","[{'id': '2', 'desc': '公交直达', 'color': ''}, {'id': '19', 'desc': '现房', 'color': ''}, {'id': '5', 'desc': '购物方便', 'color': ''}, {'id': '6', 'desc': '娱乐丰富', 'color': ''}]",商业,107500000007,在售,0,0,0,0,2017-05-25,0,200000,14000,元/平,均价,343天,2018-11-26 14:34:23,2,,0,0,均价14000元/平,,"[{'id': 'img_4114918', 'image_id': '4114918', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/3428b96e-8d7b-4031-b05d-8562126ea31d.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/3428b96e-8d7b-4031-b05d-8562126ea31d.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/3428b96e-8d7b-4031-b05d-8562126ea31d.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/3428b96e-8d7b-4031-b05d-8562126ea31d.jpg!m_fill,w_1440,l_rorate_logo'}]",14000,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,B199FF,0,万/套起,0,元/平起,2017-06-23 10:49:37,,0,0,[],[],243850004551860224,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860224"",""fb_item_location"":""0"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""21717""}",,,/loupan/p_zzgjgcabgdh/,[],,[],,,,
0,,22275,8715122760962770,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/1165e666-c0b6-44af-875f-a6c12f549590.jpg,95,124,南谯区,南谯区,23010124,1100003749,南谯区,8715122760962770,3,建面 95-124㎡,95-124㎡,建面,毛坯,118.495269,32.18249,3/4居,碧桂园欧洲城,碧桂园欧洲城,欧洲城,滁宁大道1998号,滁宁大道1998号,7800,7800,滁宁大道1998号,bgyozcabgyt,[],[],"[{'bedroom_count': '3', 'area_range': '95-98㎡'}]","['品牌房企', '贴心物业', '公交直达', '近主干道']","[{'id': '13', 'desc': '品牌房企', 'color': ''}, {'id': '29', 'desc': '贴心物业', 'color': ''}, {'id': '2', 'desc': '公交直达', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-05-27,0,650000,7800,元/平,均价,130天,2019-06-27 16:23:54,2,,2,0,均价7800元/平,1,"[{'id': 'img_4114860', 'image_id': '4114860', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/ba5d5a08-2a58-4113-9e8a-33ebb50fc2c4.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/ba5d5a08-2a58-4113-9e8a-33ebb50fc2c4.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/ba5d5a08-2a58-4113-9e8a-33ebb50fc2c4.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/ba5d5a08-2a58-4113-9e8a-33ebb50fc2c4.jpg!m_fill,w_1440,l_rorate_logo'}]",7800,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,65,万/套起,6632,元/平起,2017-07-20 14:00:31,低总价、低预算,0,0,[],[],243850004551860225,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860225"",""fb_item_location"":""1"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""22275""}",,,/loupan/p_bgyozcabgyt/,[],,[],,4,楼盘亮点,低总价、低预算
0,,23287,8715123600162824,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/3af33b87-02dc-487b-92eb-36aefceb920c.jpg,112,145,南谯区,南谯区,23010124,1100003749,南谯区,8715123600162824,3,建面 112-145㎡,112-145㎡,建面,毛坯,118.455565,32.19046,3/4居,碧桂园晚亭印象,碧桂园晚亭印象,晚亭印象,滁阳路碧桂园晚亭印象,滁阳路碧桂园晚亭印象,6900,6688,滁阳路碧桂园晚亭印象,bgywtyxabilr,[],[],"[{'bedroom_count': '3', 'area_range': '112-125㎡'}, {'bedroom_count': '4', 'area_range': '145㎡'}]","['品牌房企', '养老房', '近主干道', '现房']","[{'id': '13', 'desc': '品牌房企', 'color': ''}, {'id': '31', 'desc': '养老房', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '19', 'desc': '现房', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-07-10,0,700000,6688,元/平,均价,154天,2019-06-03 15:50:08,2,,0,0,均价6688元/平,1,"[{'id': 'img_4115015', 'image_id': '4115015', 'type_id': '102100000003', 'type_name': '沙盘', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/44d9879a-7b59-4161-9e22-4f94a37051d1.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/44d9879a-7b59-4161-9e22-4f94a37051d1.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/44d9879a-7b59-4161-9e22-4f94a37051d1.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/44d9879a-7b59-4161-9e22-4f94a37051d1.jpg!m_fill,w_1440,l_rorate_logo'}]",6688,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,80,万/套起,6880,元/平起,2017-08-02 16:01:35,品质精细住区典范,0,0,[],[],243850004551860226,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860226"",""fb_item_location"":""2"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""23287""}",,,/loupan/p_bgywtyxabilr/,[],,[],,4,楼盘亮点,品质精细住区典范
0,,24346,8715125056268111,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/1be3fba4-7d57-43cd-a0f4-7c6ebfbd4e89.jpg,98,196,南谯区,南谯区,23010124,1100003749,南谯区,8715125056268111,3,建面 98-196㎡,98-196㎡,建面,毛坯,118.420541,32.189551,3/4/5居,碧桂园十里春风,碧桂园十里春风,碧桂园·观澜悦府,宁滁快速与洪武大道交汇处,宁滁快速与洪武大道交汇处,7500,6800,宁滁快速与洪武大道交汇处,bgyslcfabkak,[],[],"[{'bedroom_count': '3', 'area_range': '98-125㎡'}, {'bedroom_count': '4', 'area_range': '143㎡'}, {'bedroom_count': '5', 'area_range': '196㎡'}]","['品牌房企', '贴心物业', '近主干道', '现房']","[{'id': '13', 'desc': '品牌房企', 'color': ''}, {'id': '29', 'desc': '贴心物业', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '19', 'desc': '现房', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-03-07,0,540000,6800,元/平,均价,84天,2019-08-12 15:21:26,2,,0,0,均价6800元/平,1,"[{'id': 'img_4115125', 'image_id': '4115125', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/ce36e70b-35dd-41ad-a7fc-233cd003e970.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/ce36e70b-35dd-41ad-a7fc-233cd003e970.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/ce36e70b-35dd-41ad-a7fc-233cd003e970.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/ce36e70b-35dd-41ad-a7fc-233cd003e970.jpg!m_fill,w_1440,l_rorate_logo'}]",6800,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,66,万/套起,6734,元/平起,2017-09-30 17:42:03,低密度社区,0,0,[],[],243850004551860227,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860227"",""fb_item_location"":""3"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""24346""}",,,/loupan/p_bgyslcfabkak/,[],,[],,4,楼盘亮点,低密度社区
0,,25925,8715126458848467,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/c7836d95-ac22-4e80-84c7-33857fd6bfa0.jpg,89,106,来安县,来安县,23010121,1100003747,来安县,8715126458848467,3,建面 89-106㎡,89-106㎡,建面,毛坯,118.581668,32.254161,2/3居,明发北站新城,明发北站新城,北站新城,长江路西侧明发北站新城,104国道与长江路交汇处向西300米,0,9700,长江路西侧明发北站新城,mfbzxcabmjd,[],[],"[{'bedroom_count': '2', 'area_range': '89㎡'}, {'bedroom_count': '3', 'area_range': '106㎡'}]","['贴心物业', '近主干道', '即将交房', '绿化率高']","[{'id': '29', 'desc': '贴心物业', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '20', 'desc': '即将交房', 'color': ''}, {'id': '17', 'desc': '绿化率高', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2017-11-22,0,750000,9700,元/平,均价,7天,2019-10-27 22:01:50,2,,0,0,均价9700元/平,,"[{'id': 'img_4115194', 'image_id': '4115194', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/39c4ac4f-bd59-49a1-b99e-944f73bfbb03.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/39c4ac4f-bd59-49a1-b99e-944f73bfbb03.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/39c4ac4f-bd59-49a1-b99e-944f73bfbb03.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/39c4ac4f-bd59-49a1-b99e-944f73bfbb03.jpg!m_fill,w_1440,l_rorate_logo'}]",9700,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,89,万/套起,8867,元/平起,2017-11-16 11:43:04,南京北站商业辐射圈 品牌房企,0,0,[],[],243850004551860228,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860228"",""fb_item_location"":""4"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""25925""}",,,/loupan/p_mfbzxcabmjd/,[],,[],,4,楼盘亮点,南京北站商业辐射圈 品牌房企
0,,606239,8715134198537547,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/3be784c8-580a-4a86-8ee6-ae4d2a91aded.jpg,117,133,来安县,来安县,23010121,1100003747,来安县,8715134198537547,3,建面 117-133㎡,117-133㎡,建面,毛坯,118.589364,32.248749,3/4居,香江黄金时代,香江黄金时代,黄金时代,104国道与长江路交汇处,104国道长江路路口,0,9000,104国道与长江路交汇处,xjhjsdbimux,[],[],"[{'bedroom_count': '3', 'area_range': '117-120㎡'}, {'bedroom_count': '4', 'area_range': '133㎡'}]","['贴心物业', '近主干道', '绿化率高', '大型社区']","[{'id': '29', 'desc': '贴心物业', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '17', 'desc': '绿化率高', 'color': ''}, {'id': '21', 'desc': '大型社区', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-04-17,0,830000,9000,元/平,均价,154天,2019-06-03 16:08:37,2,,0,0,均价9000元/平,,"[{'id': 'img_4115361', 'image_id': '4115361', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/a76bc629-8fdd-42ce-90fa-b1ab02876dbf.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/a76bc629-8fdd-42ce-90fa-b1ab02876dbf.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/a76bc629-8fdd-42ce-90fa-b1ab02876dbf.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/a76bc629-8fdd-42ce-90fa-b1ab02876dbf.jpg!m_fill,w_1440,l_rorate_logo'}]",9000,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,99.45,万/套起,8500,元/平起,2018-09-21 16:22:59,低密度住宅,0,0,[],[],243850004551860229,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860229"",""fb_item_location"":""5"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""606239""}",,,/loupan/p_xjhjsdbimux/,[],,[],,4,楼盘亮点,低密度住宅
0,,612368,8715134993510790,341100,滁州市,https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png,80,80,来安县,来安县,23010121,1100003747,来安县,8715134993510790,3,建面 80㎡,80㎡,建面,,118.591937,32.217281,2居,金地都会艺境,金地都会艺境,都会艺境,104国道与纬七路交汇处向西400米,104国道与纬七路交汇处向西400米,0,11000,104国道与纬七路交汇处向西400米,jddhyjbivwq,[],[],"[{'bedroom_count': '2', 'area_range': '80㎡'}]","['小户型', '品牌房企', '近主干道', '绿化率高']","[{'id': '14', 'desc': '小户型', 'color': ''}, {'id': '13', 'desc': '品牌房企', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '17', 'desc': '绿化率高', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-02-03,0,760000,11000,元/平,均价,154天,2019-06-03 16:13:36,2,,0,0,均价11000元/平,10,"[{'id': 'img_1', 'image_id': '1', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png!m_fill,w_1440,l_rorate_logo'}]",11000,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,88,万/套起,11000,元/平起,2018-10-11 16:08:55,褐石建筑 周边配套完善,0,0,[],[],243850004551860230,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860230"",""fb_item_location"":""6"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""612368""}",,,/loupan/p_jddhyjbivwq/,[],,[],,4,楼盘亮点,褐石建筑 周边配套完善
0,,612369,8715135018656366,341100,滁州市,https://image1.ljcdn.com/newhouse-user-image/1fde21dba4e0640d1577d20e687978df.jpeg,78,106,来安县,来安县,23010121,1100003747,来安县,8715135018656366,3,建面 78-106㎡,78-106㎡,建面,精装修,118.596601,32.241474,3居,碧桂园·北站华府,碧桂园·北站华府,"碧桂园北站华府,北站华府",104国道旁,104国道旁,0,11000,104国道旁,bgyzhfbivwr,[],[],"[{'bedroom_count': '3', 'area_range': '78-106㎡'}]","['品牌房企', '小户型', '近主干道', '低密居所']","[{'id': '13', 'desc': '品牌房企', 'color': ''}, {'id': '14', 'desc': '小户型', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '18', 'desc': '低密居所', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-05-01,0,1050000,11000,元/平,均价,7天,2019-10-27 21:59:00,2,,0,0,均价11000元/平,1,"[{'id': 'img_5076026', 'image_id': '5076026', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/newhouse-user-image/8a5a87e5b84379d04df4ac29f370feb0.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/newhouse-user-image/8a5a87e5b84379d04df4ac29f370feb0.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/newhouse-user-image/8a5a87e5b84379d04df4ac29f370feb0.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/newhouse-user-image/8a5a87e5b84379d04df4ac29f370feb0.jpg!m_fill,w_1440,l_rorate_logo'}]",11000,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,85,万/套起,10897,元/平起,2018-10-11 16:12:35,精装修、智慧住宅、配套齐全,0,0,[],[],243850004551860231,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860231"",""fb_item_location"":""7"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""612369""}",,,/loupan/p_bgyzhfbivwr/,[],,[],,4,楼盘亮点,精装修、智慧住宅、配套齐全
0,,612374,8715134994558667,341100,滁州市,https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png,0,0,琅琊区,琅琊区,23010120,1100003746,琅琊区,8715134994558667,1,,,建面,,118.331951,32.330621,,国兴世纪翡翠湾,国兴世纪翡翠湾,,淮河路与金山路交汇处,滁州市琅琊新区金山路和长江路交汇处,0,6700,淮河路与金山路交汇处,gxsjfcwbivww,[],[],[],"['低密居所', '大型社区', '购物方便', '娱乐丰富']","[{'id': '18', 'desc': '低密居所', 'color': ''}, {'id': '21', 'desc': '大型社区', 'color': ''}, {'id': '5', 'desc': '购物方便', 'color': ''}, {'id': '6', 'desc': '娱乐丰富', 'color': ''}]",住宅,107500000003,下期待开,0,0,0,0,2018-04-15,0,0,6700,元/平,均价,118天,2019-07-09 17:35:12,2,,0,0,均价6700元/平,,"[{'id': 'img_1', 'image_id': '1', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png!m_fill,w_1440,l_rorate_logo'}]",6700,元/㎡,参考均价,0,万/套,总价,[],0,FC7B75,FB9252,0,万/套起,0,元/平起,2018-10-11 16:24:01,低总价、花园洋房,0,0,"[{'desc': '下期待开', 'color': 'FC7B75', 'text_color': 'FFFFFF'}]",[],243850004551860232,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860232"",""fb_item_location"":""8"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""612374""}",,,/loupan/p_gxsjfcwbivww/,[],,[],,4,楼盘亮点,低总价、花园洋房
0,,620440,8715126460944610,341100,滁州市,https://image1.ljcdn.com/hdic-resblock/b7d8acba-12cb-4433-9d31-253c091014d6.jpg,80,109,来安县,来安县,23010121,1100003747,来安县,8715126460944610,3,建面 80-109㎡,80-109㎡,建面,精装修,118.607254,32.21002,3/4居,新江北孔雀城,新江北孔雀城,孔雀城,汊河大桥桥头堡,来安产业新城104国道与汊河大桥交汇处,0,9500,汊河大桥桥头堡,xjbkqcbjhvc,[],[],"[{'bedroom_count': '3', 'area_range': '93-109㎡'}, {'bedroom_count': '4', 'area_range': '105㎡'}]","['小户型', '贴心物业', '近主干道', '低密居所']","[{'id': '14', 'desc': '小户型', 'color': ''}, {'id': '29', 'desc': '贴心物业', 'color': ''}, {'id': '43', 'desc': '近主干道', 'color': ''}, {'id': '18', 'desc': '低密居所', 'color': ''}]",住宅,107500000003,在售,0,0,0,0,2018-06-28,0,900000,9500,元/平,均价,84天,2019-08-12 15:21:46,2,,0,0,均价9500元/平,101,"[{'id': 'img_4115231', 'image_id': '4115231', 'type_id': '101900000004', 'type_name': '效果图', 'image_url': 'https://image1.ljcdn.com/hdic-resblock/7a81160d-3fe9-4eae-be63-41b175b2474a.jpg', 'title': '', 'desc': '', 'extend': None, 'vr_info': None, 'video_info': None, 'image_list_blurry_url': 'https://image1.ljcdn.com/hdic-resblock/7a81160d-3fe9-4eae-be63-41b175b2474a.jpg!m_fill,w_60,l_rorate_logo,q_90', 'image_size_url': 'https://image1.ljcdn.com/hdic-resblock/7a81160d-3fe9-4eae-be63-41b175b2474a.jpg!m_fill,w_750,h_562,l_rorate_logo', 'image_list_size_url': 'https://image1.ljcdn.com/hdic-resblock/7a81160d-3fe9-4eae-be63-41b175b2474a.jpg!m_fill,w_1440,l_rorate_logo'}]",9500,元/㎡,参考均价,0,万/套,总价,[],0,53CC9A,FB9252,78,万/套起,9462,元/平起,2018-12-05 18:04:49,新江北 金陵北湾,0,0,[],[],243850004551860233,"{""fb_query_id"":""243850004438614016"",""fb_expo_id"":""243850004551860233"",""fb_item_location"":""9"",""fb_service_id"":""1012810002"",""fb_ab_test_flag"":""[\""ab-group:[ab-test-exp-476-group-2]\""]"",""fb_item_id"":""620440""}",,,/loupan/p_xjbkqcbjhvc/,[],,[],,4,楼盘亮点,新江北 金陵北湾
